line_name,smiles,mean_IC50,mean_pIC50
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0257,1.6145647477258973
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0257,1.6145647477258973
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0257,1.6145647477258973
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0257,1.6145647477258973
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0257,1.6145647477258973
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.7691,1.7525160891512142
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.7691,1.7525160891512142
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.7691,1.7525160891512142
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.7691,1.7525160891512142
HS 578T,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.7691,1.7525160891512142
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.186,1.8222886742628779
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.186,1.8222886742628779
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.186,1.8222886742628779
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.186,1.8222886742628779
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.186,1.8222886742628779
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2701,1.8357923034809633
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2701,1.8357923034809633
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2701,1.8357923034809633
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2701,1.8357923034809633
HT29,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2701,1.8357923034809633
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
IGROV1,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
K-562,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.0,1.6094379124341003
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.9323,1.7804119961594147
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.9323,1.7804119961594147
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.9323,1.7804119961594147
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.9323,1.7804119961594147
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.9323,1.7804119961594147
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.1892,1.6465795427147203
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.1892,1.6465795427147203
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.1892,1.6465795427147203
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.1892,1.6465795427147203
KM12,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,4.1892,1.6465795427147203
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2189,1.8275930422368838
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2189,1.8275930422368838
LOX IMVI,Cc1ccn2c3C(=O)c4ccccc4C(=O)c3c(C(=O)O)c2c1,5.2189,1.8275930422368838
